Neighborhood,GrLivArea,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenQual,GarageCars,GarageArea,LotArea,MSZoning,SalePrice
NridgHt,2304,8,1997,2010,126.0,1770,534,1,0,3,Gd,2,464.0,16097,RL,450324
BrkSide,3108,2,1979,2010,79.0,1966,1142,1,0,3,Gd,2,,18433,RL,377907
Mitchel,3375,6,1921,1969,1847.0,2070,1305,3,0,2,Fa,0,0.0,1600,RL,367055
IDOTRR,1455,1,1995,2010,1261.0,929,526,3,0,2,TA,0,,5995,RL,210413
Crawfor,3064,4,1937,1970,982.0,1674,1390,3,0,2,Gd,1,201.0,13474,RM,419382
NPkVill,2975,10,1971,1995,1395.0,2150,825,3,1,5,Gd,1,143.0,17522,RL,631584
Mitchel,659,3,1971,1986,915.0,401,258,3,0,5,Ex,0,0.0,17961,RL,213325
Mitchel,2696,9,1961,1994,,1204,1492,3,1,1,Gd,0,0.0,12050,RL,566423
StoneBr,3323,3,1956,1984,693.0,1500,1823,3,0,2,TA,3,,8607,RH,358505
IDOTRR,3801,6,1905,1923,24.0,2336,1465,1,0,4,Gd,3,456.0,19845,RM,469153
NoRidge,2235,1,1977,1999,155.0,1731,504,2,1,2,Fa,1,,15118,RL,286672
Blueste,2085,6,1931,1949,1540.0,1091,994,3,1,5,Ex,3,669.0,2689,RL,471324
SawyerW,566,4,1998,2010,631.0,423,143,2,1,2,TA,0,0.0,10182,RH,177567
Sawyer,3561,8,1909,1924,1812.0,2512,1049,3,1,5,TA,1,235.0,11340,RH,532924
Blueste,2928,9,1902,1910,1553.0,1461,1467,3,1,2,Gd,2,444.0,7441,RL,630556
Gilbert,557,4,1958,1958,1966.0,230,327,1,0,4,Ex,2,338.0,14410,RL,275604
OldTown,3830,10,1975,2010,1733.0,1688,2142,2,1,1,Gd,0,0.0,7269,RL,750000
OldTown,841,10,1948,1966,1080.0,581,260,1,1,4,Gd,3,621.0,14462,RL,547231
NWAmes,1653,6,1958,1990,1628.0,793,860,1,0,5,Fa,2,414.0,10431,RL,306495
OldTown,3274,1,1930,1963,18.0,1795,1479,2,0,3,Fa,3,702.0,6337,RL,288264
IDOTRR,1695,4,1992,2007,1407.0,1018,677,1,1,4,Fa,2,378.0,15993,FV,279547
StoneBr,3317,7,1968,2010,1888.0,2289,1028,3,1,2,TA,3,534.0,3751,RL,572230
Somerst,3161,1,1961,2000,1216.0,1407,1754,3,1,1,Gd,2,282.0,1324,RM,316131
CollgCr,1732,8,1951,1968,236.0,974,758,3,0,2,Fa,2,302.0,7262,RL,417584
BrDale,2901,10,1988,2010,1410.0,1723,1178,3,1,2,Fa,1,201.0,3856,RM,573421
MeadowV,1994,6,1940,1964,1449.0,1228,766,3,0,4,Gd,1,,17744,RL,336373
CollgCr,2321,5,1930,1974,276.0,1688,633,1,0,1,Gd,0,0.0,8975,RL,339681
Blueste,615,10,1984,1989,1250.0,288,327,1,0,3,TA,2,422.0,17806,RL,518451
Timber,3835,9,1983,2003,744.0,2773,1062,3,0,2,Gd,3,,6916,RL,607789
CollgCr,1161,2,2002,2007,551.0,786,375,3,1,1,Ex,2,230.0,11594,C (all),246508
MeadowV,1965,5,1921,1952,1346.0,1222,743,1,0,3,Fa,3,585.0,18870,RL,291358
BrDale,3000,6,1903,1943,1176.0,2039,961,2,0,2,Fa,3,408.0,15310,RL,362536
Veenker,2368,7,1912,1959,638.0,1337,1031,1,1,1,Gd,2,490.0,14694,RL,463047
IDOTRR,2834,5,1944,1986,236.0,1290,1544,1,0,4,Gd,3,741.0,11222,C (all),403963
NPkVill,3874,9,1941,1979,997.0,2581,1293,1,1,2,TA,0,0.0,5389,RL,613204
OldTown,1516,1,1948,1978,54.0,924,592,1,0,2,TA,1,101.0,15748,RL,203474
OldTown,810,7,1919,1960,1459.0,531,279,1,1,1,Gd,3,654.0,3772,RL,352857
StoneBr,707,10,1976,1985,683.0,378,329,2,0,2,TA,2,372.0,11769,RL,496863
NWAmes,3165,7,1980,2009,108.0,2414,751,3,0,3,TA,1,193.0,8750,C (all),435387
StoneBr,2993,4,1953,1970,1889.0,1900,1093,3,1,2,Fa,0,,4264,RL,385034
Somerst,3217,9,1935,1958,1207.0,1396,1821,2,0,5,Gd,3,630.0,9404,RL,507973
Somerst,1132,5,1996,2004,1974.0,656,476,3,0,3,Gd,3,300.0,18994,RL,363420
Crawfor,2602,4,1900,1930,1391.0,1828,774,3,1,1,Fa,1,204.0,3512,RL,287681
NWAmes,3459,7,1914,1928,1221.0,2482,977,3,0,3,Ex,3,363.0,10754,RL,532100
StoneBr,3583,4,1976,1979,1394.0,2142,1441,2,0,5,TA,2,482.0,8092,RL,455335
OldTown,1156,3,1916,1955,372.0,876,280,2,1,5,Gd,1,,10854,RL,210822
Sawyer,1923,9,1923,1931,972.0,975,948,3,1,2,Gd,1,,10003,RL,463063
ClearCr,2431,8,1957,2001,1520.0,1371,1060,3,1,2,Gd,3,360.0,14519,RL,475970
MeadowV,3527,1,1971,1979,1622.0,2678,849,3,1,4,Gd,0,0.0,16699,RL,331026
MeadowV,3062,7,1990,2010,200.0,2322,740,1,1,3,Fa,0,,19529,RL,460990
CollgCr,2179,9,2008,2010,848.0,1469,710,1,0,4,Ex,0,0.0,8960,RM,690607
ClearCr,736,8,1922,1938,508.0,547,189,1,1,5,TA,0,0.0,3002,RM,334892
NWAmes,3850,8,1945,1960,1345.0,1676,2174,2,0,2,TA,1,130.0,18074,RL,517036
NoRidge,847,6,1971,1985,274.0,631,216,3,1,2,Gd,1,119.0,18338,RL,324145
Somerst,3174,4,1907,1941,210.0,1676,1498,2,0,2,TA,3,459.0,5571,RL,303184
Blueste,3675,8,1958,1962,503.0,1732,1943,2,0,1,Gd,0,0.0,10255,RH,571281
CollgCr,1129,3,1989,1993,1926.0,559,570,2,1,5,TA,0,0.0,12759,RM,237246
Mitchel,2040,9,1958,1977,1141.0,1157,883,3,0,2,TA,3,,7974,RL,461329
BrDale,2503,2,1912,1926,702.0,1252,1251,1,0,5,Gd,3,534.0,18769,RL,325471
CollgCr,1771,2,1938,1955,1577.0,935,836,3,1,2,Gd,3,339.0,6746,RL,281219
NoRidge,863,7,2000,2010,41.0,391,472,3,1,3,TA,2,380.0,3263,RL,363342
Blmngtn,2868,10,1927,1928,314.0,1486,1382,2,1,5,Fa,3,339.0,11277,RM,592844
Veenker,785,4,1988,2010,787.0,493,292,2,1,4,Gd,3,594.0,11766,RL,268768
Sawyer,648,10,1960,1972,328.0,373,275,2,0,1,TA,2,264.0,6477,C (all),445211
Mitchel,1607,8,1915,1918,1040.0,865,742,1,0,4,Gd,0,0.0,12460,RL,461759
Sawyer,2953,9,1901,1942,282.0,2062,891,1,0,5,TA,1,133.0,5872,RL,490594
CollgCr,3525,7,1981,2010,942.0,2669,856,1,0,2,Ex,0,0.0,8843,RL,635059
Blmngtn,955,5,1916,1925,257.0,671,284,3,0,5,TA,1,103.0,10207,RL,195559
Somerst,2266,8,1929,1959,574.0,1207,1059,2,0,1,Gd,1,176.0,17926,FV,482918
SawyerW,1299,4,2002,2010,573.0,906,393,3,1,5,TA,3,471.0,7810,RL,273242
MeadowV,1684,2,1912,1919,611.0,775,909,1,0,2,TA,3,708.0,18521,RL,202461
NoRidge,1512,6,1995,1997,1042.0,683,829,2,0,4,TA,2,404.0,4623,RL,374302
SawyerW,3331,9,1992,2010,1552.0,1792,1539,1,0,3,TA,0,0.0,10837,RL,607668
SWISU,3007,1,2009,2010,836.0,2174,833,2,1,4,TA,0,0.0,11915,RL,303842
ClearCr,2023,10,1993,2001,422.0,1008,1015,2,1,2,TA,1,247.0,2732,RH,516975
SWISU,3285,7,1981,2010,1489.0,1397,1888,3,1,2,TA,3,657.0,8955,RL,467943
MeadowV,3056,10,1912,1922,1396.0,1383,1673,3,1,1,Fa,3,363.0,9731,RL,475283
OldTown,980,9,1942,1976,757.0,728,252,1,0,5,TA,0,0.0,9630,C (all),458165
Mitchel,2186,10,1984,2010,762.0,1428,758,3,0,5,TA,2,348.0,12685,RL,568819
MeadowV,2661,9,1993,2010,1990.0,1333,1328,3,0,4,Gd,3,705.0,9911,RL,522046
NoRidge,3296,10,1920,1932,1104.0,2050,1246,3,1,3,TA,2,484.0,15172,RL,659560
NAmes,2101,3,1954,1989,1574.0,1283,818,2,0,3,Gd,0,0.0,17987,RL,315935
SawyerW,2908,5,1980,1992,1571.0,1925,983,3,0,1,TA,0,0.0,3462,RH,364133
Veenker,840,8,1939,1950,423.0,414,426,1,0,2,TA,2,206.0,7786,RL,360602
StoneBr,3317,8,1982,2010,428.0,2473,844,2,1,1,Fa,3,387.0,5402,RL,552469
StoneBr,2510,4,1914,1923,,1314,1196,2,1,5,Ex,0,0.0,17248,RL,344276
NoRidge,3308,1,1972,1980,1944.0,2241,1067,3,1,2,Gd,1,,11718,RL,391524
NoRidge,3516,1,1951,1957,1732.0,1429,2087,2,0,1,TA,0,,2468,RL,314150
NridgHt,2996,4,1973,1974,1693.0,1644,1352,1,0,4,Gd,3,660.0,1715,RL,490974
Mitchel,2366,6,2007,2010,203.0,1279,1087,1,0,5,Gd,1,118.0,12205,RM,428029
ClearCr,1334,8,1994,2010,195.0,823,511,2,0,3,TA,0,0.0,14732,RL,404298
NridgHt,1703,6,1952,1991,727.0,730,973,3,1,1,TA,3,555.0,6543,RL,344644
Sawyer,2225,9,1986,2010,284.0,1593,632,3,0,5,Gd,3,486.0,17833,RL,513295
OldTown,3978,9,1951,1971,1992.0,1937,2041,2,1,5,TA,0,0.0,7199,RL,611065
Somerst,2189,2,1929,1951,195.0,1468,721,1,0,3,Ex,3,408.0,2138,RL,321738
Somerst,3767,10,1932,1960,306.0,2717,1050,2,1,3,TA,2,260.0,7444,RL,608180
OldTown,810,1,1956,1969,1687.0,506,304,3,0,3,Ex,1,173.0,11188,RL,205944
BrDale,761,2,1951,1976,13.0,529,232,3,0,1,TA,2,490.0,13831,RL,169660
MeadowV,1942,5,1908,1912,1860.0,1290,652,2,1,3,Ex,0,0.0,17235,RL,399384
IDOTRR,905,4,1953,1983,1169.0,490,415,1,1,4,TA,2,404.0,8766,RL,229831
NridgHt,2690,4,1900,1924,1961.0,1946,744,2,0,5,Ex,0,,16395,RL,409124
NAmes,841,9,1943,1973,1080.0,435,406,1,0,3,TA,0,0.0,12493,FV,402846
SawyerW,1839,8,1998,2010,722.0,1155,684,1,0,5,Gd,3,714.0,2620,RL,479738
OldTown,3672,6,1974,1993,779.0,2563,1109,2,1,2,Ex,3,555.0,14564,FV,540595
Gilbert,743,1,1997,2010,1233.0,409,334,2,0,2,TA,0,0.0,13527,RL,209640
Blueste,989,2,1979,1995,528.0,515,474,1,1,3,Gd,1,181.0,19207,FV,200064
CollgCr,511,6,1908,1952,797.0,298,213,1,0,5,Gd,1,163.0,6534,RL,294429
MeadowV,3810,2,1931,1932,343.0,2770,1040,1,0,2,Ex,1,221.0,13370,RL,391534
OldTown,1060,10,1914,1938,1738.0,818,242,1,0,3,Gd,2,372.0,7444,FV,486555
NridgHt,541,5,1911,1923,1634.0,334,207,3,0,5,Ex,0,0.0,1852,RL,286561
NAmes,3225,5,1996,2010,1302.0,2143,1082,2,1,3,Ex,3,462.0,18165,RL,468179
NAmes,1093,6,2008,2010,208.0,832,261,1,1,5,Gd,2,346.0,17269,RM,329892
NoRidge,1952,6,1977,2010,640.0,857,1095,2,0,2,TA,2,432.0,1899,RL,416628
Edwards,2326,6,1956,1961,1358.0,1146,1180,1,0,3,TA,3,684.0,16398,RL,356328
NoRidge,3729,2,1907,1909,1311.0,2548,1181,2,0,2,Ex,0,0.0,16100,RL,498621
Mitchel,3787,10,1971,2005,251.0,2762,1025,2,1,3,Fa,2,388.0,10656,RL,537055
SWISU,2193,3,1926,1943,1288.0,1628,565,1,0,1,TA,0,0.0,14170,RL,299827
Mitchel,633,6,1961,1971,270.0,358,275,1,1,2,Gd,0,0.0,13724,FV,250802
OldTown,3638,8,1911,1930,1947.0,1585,2053,2,1,2,Gd,0,0.0,3282,RL,612588
Sawyer,3578,1,1964,1968,,2057,1521,2,1,4,Fa,3,453.0,19318,RM,307991
Timber,1447,1,2006,2010,1723.0,712,735,2,1,2,Gd,0,0.0,9130,RL,255023
BrkSide,572,2,2003,2010,418.0,295,277,3,0,5,Gd,2,264.0,4297,C (all),159160
Blmngtn,898,6,1941,1959,1749.0,636,262,1,0,3,Gd,3,,18370,RL,274729
StoneBr,1928,9,1961,2007,794.0,829,1099,3,1,1,TA,3,558.0,12906,C (all),480527
IDOTRR,3125,4,1910,1925,,2284,841,3,0,5,Gd,2,348.0,3059,RL,290459
OldTown,3406,3,2002,2010,1388.0,1945,1461,1,0,5,TA,3,324.0,8323,RM,329835
BrkSide,629,8,1942,1982,1099.0,401,228,1,0,5,TA,2,326.0,15192,RL,367700
Blmngtn,3478,10,1994,1997,1683.0,1515,1963,3,1,5,TA,1,129.0,16709,RL,750000
NridgHt,3777,9,1916,1930,1344.0,2020,1757,1,0,1,TA,2,470.0,10829,RL,729083
BrDale,2311,5,1996,2010,724.0,1007,1304,2,0,4,Gd,3,696.0,1414,RL,321525
CollgCr,2501,9,1931,1974,432.0,1962,539,2,0,2,TA,2,350.0,13449,RL,524029
IDOTRR,765,2,1992,2010,108.0,553,212,3,0,5,Gd,1,228.0,18252,RL,199567
Mitchel,2060,3,1984,1997,640.0,1202,858,3,0,2,Gd,0,0.0,17001,RL,271986
NPkVill,2485,7,1984,2010,1545.0,1216,1269,1,0,2,Gd,0,0.0,11045,RL,513613
IDOTRR,1292,7,1939,1957,1070.0,999,293,1,0,5,Gd,0,0.0,3989,RL,367715
NoRidge,2800,6,1922,1959,,1505,1295,3,0,4,Gd,3,375.0,4288,RL,363504
Blmngtn,3369,6,1955,1990,1850.0,1564,1805,3,0,2,Gd,1,,4451,RM,390394
BrDale,1812,2,1905,1911,1119.0,1132,680,2,0,3,Gd,2,444.0,13019,FV,238024
Blueste,663,10,1985,2010,957.0,515,148,2,1,2,TA,2,332.0,16958,RL,518357
CollgCr,594,6,1949,1967,102.0,238,356,1,0,5,Ex,2,498.0,10313,RL,266506
Blmngtn,2305,4,2001,2010,891.0,1141,1164,2,1,1,TA,2,250.0,7645,RL,279881
BrDale,3380,3,1936,1960,853.0,2620,760,1,0,2,Gd,3,546.0,4874,RM,368200
StoneBr,1633,2,2008,2010,,764,869,1,1,4,Ex,3,621.0,9138,RL,327730
OldTown,2883,1,1963,2009,1903.0,1283,1600,1,1,3,Gd,1,210.0,19292,RL,336872
MeadowV,1321,5,1953,1992,1965.0,829,492,2,0,3,Gd,2,318.0,18243,RL,296349
NPkVill,737,2,1971,1978,1951.0,548,189,3,1,1,TA,0,0.0,14629,RM,217554
MeadowV,2928,2,2004,2010,1050.0,1729,1199,3,1,1,Gd,3,666.0,16123,RL,329912
BrkSide,3446,7,1948,1975,1755.0,2749,697,2,1,2,Fa,1,135.0,6865,RL,416149
NPkVill,3030,8,1998,2010,529.0,2035,995,3,0,5,Fa,1,120.0,5735,RL,467831
BrkSide,2460,10,1910,1928,678.0,1056,1404,1,1,4,Gd,3,651.0,6950,RL,608339
Sawyer,3449,8,1987,2010,1968.0,2749,700,3,1,3,TA,0,0.0,19565,RL,557817
ClearCr,1548,4,1948,1964,988.0,871,677,2,0,1,Ex,0,,8736,RL,345938
Blueste,2176,1,1920,1964,1105.0,1120,1056,3,1,4,TA,2,270.0,5008,FV,263990
NPkVill,3688,7,1965,1977,427.0,2298,1390,1,1,5,TA,3,681.0,15751,RL,506748
BrkSide,3029,1,1962,1968,1607.0,1580,1449,1,1,3,Gd,0,,3009,RH,293903
Crawfor,3963,4,2003,2010,821.0,1722,2241,2,0,3,Ex,3,735.0,11253,RL,571943
ClearCr,3464,8,1982,1991,1502.0,1387,2077,2,1,5,Gd,1,114.0,2992,RL,630931
Blueste,3541,2,2002,2010,1789.0,2053,1488,2,0,3,Gd,1,178.0,16823,C (all),413317
NridgHt,1463,6,1927,1962,1185.0,1074,389,1,1,5,TA,1,233.0,15622,RL,361154
Somerst,1036,6,1916,1940,1862.0,651,385,3,1,3,Gd,3,381.0,10737,RL,368694
Veenker,3650,9,1905,1910,931.0,2918,732,3,1,2,Gd,2,470.0,1425,C (all),705474
NWAmes,2103,5,1918,1941,1425.0,1082,1021,2,1,5,Gd,2,496.0,14244,RL,386794
Gilbert,3744,10,1955,1972,1531.0,1917,1827,3,0,4,TA,0,0.0,2499,RL,690982
Veenker,2479,4,2001,2010,1061.0,1150,1329,3,1,2,Gd,3,561.0,7392,C (all),418234
Timber,3583,5,1927,1932,1978.0,1668,1915,2,0,4,TA,2,260.0,17675,RL,510079
NridgHt,627,10,1965,1993,510.0,322,305,2,1,3,TA,3,438.0,4011,RL,493942
NAmes,591,5,1937,1961,392.0,423,168,1,0,4,TA,2,266.0,10482,RM,233012
StoneBr,1042,8,1936,1952,712.0,794,248,1,1,2,TA,1,101.0,7295,RL,369573
Blmngtn,1345,10,1967,2010,493.0,1062,283,1,1,5,Gd,1,205.0,9482,RL,571446
SWISU,2181,8,1985,2008,,1075,1106,1,0,1,Gd,0,0.0,6802,RM,423861
Blueste,3536,2,1989,1999,,2660,876,3,0,4,TA,1,171.0,14220,RL,324405
NWAmes,2351,7,1948,1973,1202.0,1249,1102,3,0,1,Fa,2,302.0,3865,RM,375041
ClearCr,2994,8,1942,1975,546.0,1332,1662,1,0,4,TA,0,0.0,12089,FV,447457
Somerst,889,6,1935,1962,593.0,664,225,1,1,4,Ex,0,,6324,RL,305134
NPkVill,3219,5,1957,1959,388.0,2106,1113,2,0,5,Ex,1,189.0,2331,RL,454486
SWISU,2384,9,1912,1922,,1110,1274,3,0,3,Fa,3,573.0,2541,RL,441946
CollgCr,542,3,1951,1988,1755.0,309,233,3,0,2,Ex,1,242.0,3042,RL,237165
Timber,753,10,1957,1970,157.0,387,366,1,1,2,Ex,1,177.0,7009,FV,555144
NridgHt,3701,4,1931,1956,1027.0,2571,1130,3,1,2,Gd,0,0.0,16039,RL,466599
Blmngtn,1583,9,1980,2010,166.0,920,663,2,1,3,Fa,1,241.0,13130,RL,389072
Gilbert,3210,6,2004,2010,1491.0,2554,656,2,1,1,Gd,2,460.0,15078,RL,547187
NPkVill,3014,8,1999,2010,959.0,1271,1743,3,0,2,Gd,0,0.0,9460,RM,537027
Timber,2834,7,1959,1988,408.0,1536,1298,1,1,1,TA,1,192.0,13675,RL,465358
NWAmes,3558,2,2009,2010,1435.0,2109,1449,3,0,3,Ex,3,669.0,5703,RM,459453
Timber,2040,3,1982,2001,1227.0,1226,814,2,1,3,TA,2,306.0,6197,RL,341208
ClearCr,2453,1,1957,2004,193.0,1291,1162,1,0,5,TA,3,699.0,1463,RM,250159
BrkSide,3325,9,1998,2010,234.0,2299,1026,3,0,2,Gd,2,354.0,4610,RL,581172
Timber,2892,7,2009,2010,717.0,2168,724,1,0,5,TA,3,531.0,18679,RL,522336
ClearCr,1141,1,2003,2009,1173.0,884,257,1,0,2,Fa,1,119.0,16291,C (all),211835
Blmngtn,2929,3,1955,1963,1182.0,2114,815,2,0,3,Gd,2,380.0,19561,RL,367245
Blmngtn,1189,4,1927,1971,1302.0,880,309,1,1,3,Gd,0,0.0,19032,RL,224863
OldTown,1776,4,1900,1900,815.0,1101,675,3,0,4,TA,0,0.0,3551,FV,236510
Timber,2450,5,1941,1969,403.0,1789,661,1,0,4,Gd,3,303.0,12392,RL,393495
NWAmes,1579,3,1981,1988,892.0,823,756,1,0,3,Fa,3,612.0,7890,RL,250382
CollgCr,1986,3,1947,1950,677.0,1110,876,3,0,3,Fa,3,633.0,8958,RL,255863
SawyerW,956,1,1939,1973,1334.0,503,453,2,1,1,Gd,2,246.0,18116,C (all),221183
BrDale,1482,7,1996,1998,67.0,869,613,2,1,1,Fa,0,0.0,6547,RL,271703
StoneBr,2630,10,1962,2006,1486.0,1352,1278,3,0,5,Gd,1,167.0,9015,RL,679717
SWISU,1622,1,1975,2010,87.0,1272,350,3,0,4,TA,2,426.0,5117,RL,209503
StoneBr,648,2,1971,1977,216.0,340,308,2,0,4,Ex,3,549.0,18754,RL,250367
Timber,1852,4,1987,2010,0.0,813,1039,1,0,3,TA,0,0.0,5900,RM,271478
SawyerW,1679,4,1979,1979,1158.0,1025,654,3,1,3,TA,3,393.0,11282,RL,309092
Edwards,689,5,1903,1929,1720.0,291,398,1,1,5,TA,1,160.0,2294,RL,224366
OldTown,1382,2,1937,1952,1374.0,613,769,3,0,4,Fa,1,228.0,6031,RL,195118
StoneBr,2810,4,2007,2010,139.0,1370,1440,2,0,1,TA,0,0.0,8970,RL,314321
Gilbert,3651,1,1926,1932,617.0,2138,1513,1,0,2,Gd,2,268.0,18641,FV,400749
CollgCr,899,2,1908,1951,132.0,515,384,1,0,5,TA,1,150.0,9587,RL,163616
IDOTRR,3311,1,1915,1937,1643.0,2383,928,3,0,2,TA,1,144.0,19838,RL,321050
StoneBr,1108,10,1955,1995,,770,338,1,1,1,Fa,1,176.0,18315,RL,509531
MeadowV,3831,10,1975,1985,809.0,2185,1646,3,1,1,Fa,1,212.0,13176,RM,545072
Gilbert,2295,4,1930,1971,1381.0,1224,1071,2,0,2,Gd,3,492.0,18381,RL,345723
Veenker,2138,4,1987,2010,379.0,1125,1013,1,1,5,Gd,3,339.0,17715,RL,298347
Blmngtn,2075,7,1913,1962,907.0,1472,603,3,1,2,Gd,2,384.0,17152,C (all),476180
Timber,3332,10,2008,2010,1894.0,1402,1930,1,1,5,TA,0,0.0,14790,RM,730669
Gilbert,2648,9,1924,1960,657.0,1072,1576,3,0,5,Gd,0,0.0,6862,RM,530213
Somerst,1882,9,1933,1973,449.0,1351,531,3,1,3,TA,0,0.0,10040,RL,503814
StoneBr,1903,5,1966,1982,585.0,1124,779,3,1,4,Gd,1,237.0,3548,FV,285253
NoRidge,1319,10,1923,1957,462.0,596,723,2,0,4,Gd,3,336.0,7492,RL,566883
CollgCr,3792,1,2005,2010,989.0,1874,1918,1,1,1,Gd,3,723.0,11195,RL,399566
OldTown,1319,1,1972,1976,1131.0,1019,300,2,0,3,Ex,2,398.0,7706,RL,278419
BrDale,919,6,1925,1972,121.0,683,236,3,1,4,TA,0,0.0,2456,RL,237111
NWAmes,623,2,1919,1950,16.0,426,197,3,0,5,Gd,3,594.0,15618,C (all),175004
Crawfor,921,8,1963,1965,1219.0,546,375,2,0,5,Gd,2,308.0,9835,RL,387418
Sawyer,3802,9,2003,2010,326.0,2312,1490,2,1,2,Ex,0,0.0,6595,RM,639067
Sawyer,3634,4,1909,1943,317.0,2871,763,1,1,2,TA,1,170.0,13564,RM,394448
StoneBr,2008,5,1982,1995,808.0,1578,430,3,0,5,TA,3,594.0,7454,RL,340258
IDOTRR,2097,8,1966,2010,1502.0,1019,1078,2,0,5,Gd,3,495.0,19932,RM,464103
Veenker,1267,3,1923,1953,1275.0,917,350,3,1,2,TA,0,0.0,10436,RL,265245
CollgCr,2544,5,1904,1934,502.0,1218,1326,3,1,4,Gd,1,172.0,14513,RL,378499
BrDale,3030,3,1966,1982,118.0,1470,1560,1,1,1,Gd,1,146.0,13372,C (all),307653
BrDale,3066,10,1957,1980,1697.0,2055,1011,1,1,2,TA,3,540.0,11542,RL,662655
Gilbert,2702,3,1926,1948,709.0,1518,1184,1,0,4,Gd,0,0.0,4585,RL,312574
NWAmes,2639,3,1979,1996,1521.0,2038,601,2,0,4,TA,2,302.0,10822,RL,297025
OldTown,3529,7,1914,1963,1509.0,1537,1992,3,0,4,Ex,3,735.0,3303,C (all),541799
CollgCr,2049,7,1934,1947,44.0,1238,811,2,1,3,Fa,1,245.0,11279,RL,319233
Blueste,3002,7,1975,2010,313.0,2303,699,2,1,3,Ex,2,,11738,RL,536887
BrDale,2264,10,2004,2010,1202.0,1724,540,1,0,4,TA,0,0.0,15527,RL,544549
Crawfor,2544,8,1952,1966,1917.0,1176,1368,3,0,5,Fa,1,120.0,4972,RM,451240
SWISU,3145,5,1943,1948,417.0,1719,1426,3,0,3,Ex,2,326.0,8758,RL,463686
BrDale,1009,5,1925,1951,555.0,653,356,1,0,2,Gd,3,513.0,19839,RL,319499
OldTown,1706,4,1946,1960,1806.0,791,915,3,0,3,Gd,1,229.0,4779,RL,339324
Blmngtn,885,7,1933,1982,1101.0,696,189,1,0,5,TA,0,0.0,16187,RL,331542
Blueste,2097,10,1986,2010,325.0,1606,491,2,1,1,Gd,1,167.0,1351,RL,557955
MeadowV,2952,4,1994,2001,1713.0,1377,1575,2,0,3,Ex,3,738.0,3459,RL,401440
Mitchel,2793,2,1949,1963,1380.0,1252,1541,1,0,4,TA,0,0.0,5690,RL,268712
Crawfor,1241,4,1983,1985,1439.0,538,703,2,0,4,Gd,3,618.0,17380,RL,256882
StoneBr,3208,8,1911,1957,1986.0,2450,758,2,0,4,TA,2,416.0,3412,RL,512602
CollgCr,3197,9,1986,1998,514.0,1526,1671,1,0,1,Gd,1,171.0,14052,RL,697045
MeadowV,2411,3,1903,1943,213.0,1365,1046,2,0,5,Gd,3,606.0,15893,RL,321889
OldTown,1946,7,1986,2010,1877.0,1127,819,3,0,2,TA,2,480.0,16639,RL,433257
Veenker,1400,9,1947,1970,73.0,895,505,2,1,5,TA,0,0.0,2654,RL,450713
Crawfor,2612,4,1954,1993,1586.0,1119,1493,1,0,1,Gd,0,0.0,6920,RL,348802
SWISU,3584,10,1900,1931,1602.0,1758,1826,3,1,4,Gd,2,422.0,5054,RL,672035
IDOTRR,2760,3,1988,2010,508.0,2132,628,3,1,5,Gd,2,356.0,17893,RL,325771
SWISU,2509,5,1965,1994,331.0,1915,594,2,1,2,Gd,0,0.0,17467,RL,342073
IDOTRR,741,1,1929,1977,1116.0,527,214,3,0,4,Gd,3,660.0,1537,RL,166859
NridgHt,3040,3,1902,1914,687.0,1239,1801,1,0,2,Gd,2,372.0,9827,RH,354380
Edwards,3784,8,1920,1920,656.0,2008,1776,3,0,3,TA,3,441.0,9375,RL,559330
NoRidge,2885,8,1988,2010,1542.0,1878,1007,2,0,2,TA,0,0.0,19260,FV,548123
ClearCr,2520,4,1983,1997,1292.0,1285,1235,2,0,4,Gd,3,,9991,RL,430844
Mitchel,672,2,1948,1991,1399.0,513,159,3,0,3,Gd,3,600.0,11056,RL,216696
Blmngtn,1171,8,1985,1998,,765,406,1,0,4,Gd,2,232.0,4840,RM,404524
NPkVill,663,8,1984,2010,1027.0,284,379,1,0,4,TA,3,411.0,10627,RL,336319
IDOTRR,964,10,1961,1994,1161.0,736,228,2,0,3,Fa,3,711.0,11840,RL,422778
BrDale,3542,4,1996,2010,1254.0,2773,769,2,0,2,TA,3,459.0,8557,RH,410288
Edwards,996,3,1937,1943,599.0,429,567,1,1,1,TA,0,0.0,17833,RL,191401
Gilbert,1199,2,1914,1942,1552.0,734,465,3,0,1,TA,0,0.0,13020,RL,229256
NWAmes,2942,9,2009,2010,1075.0,1533,1409,3,0,1,Gd,1,151.0,2924,RL,601764
Sawyer,1202,1,1951,1975,1669.0,669,533,3,0,1,Ex,0,0.0,8961,FV,211253
NWAmes,2440,7,1978,2010,1746.0,1151,1289,3,1,5,TA,0,0.0,8829,C (all),463108
CollgCr,2855,5,1945,1958,324.0,1802,1053,1,0,1,Gd,1,211.0,14954,RL,386284
BrDale,2291,8,1924,1931,991.0,1794,497,2,0,3,TA,1,203.0,3408,RL,405873
NPkVill,682,4,1920,1946,1993.0,410,272,2,1,1,TA,2,212.0,5247,RM,203382
StoneBr,1128,7,1987,1988,1928.0,488,640,3,0,4,TA,2,300.0,9199,RL,388542
Edwards,3057,5,1904,1920,1754.0,1980,1077,1,1,1,Gd,0,0.0,14672,RL,382210
